date,category,region,units_sold,unit_price,sales,profit,margin_pct
2024-07-09,Sports,North,24,180.73,4337.52,1453.3,33.5
2024-07-09,Food & Beverage,South,38,6.87,261.06,63.68,24.4
2024-07-09,Clothing,East,11,21.58,237.38,92.65,39.0
2024-07-09,Food & Beverage,North,19,20.84,395.96,121.87,30.8
2024-07-10,Books,South,50,25.29,1264.5,538.52,42.6
2024-07-10,Books,South,35,16.49,577.15,186.26,32.3
2024-07-10,Food & Beverage,East,44,38.23,1682.12,424.74,25.3
2024-07-10,Books,East,53,13.23,701.19,197.38,28.1
2024-07-11,Food & Beverage,West,27,20.31,548.37,198.6,36.2
2024-07-11,Electronics,South,10,222.94,2229.4,508.54,22.8
2024-07-11,Books,North,27,26.15,706.05,188.92,26.8
2024-07-11,Clothing,North,31,59.3,1838.3,869.08,47.3
2024-07-11,Clothing,West,57,118.7,6765.9,2914.62,43.1
2024-07-11,Food & Beverage,South,46,16.84,774.64,254.77,32.9
2024-07-12,Clothing,South,55,79.11,4351.05,2053.75,47.2
2024-07-12,Food & Beverage,South,14,9.77,136.78,26.77,19.6
2024-07-12,Electronics,North,2,396.25,792.5,173.12,21.8
2024-07-12,Electronics,South,7,71.74,502.18,103.33,20.6
2024-07-13,Electronics,West,8,392.34,3138.72,394.31,12.6
2024-07-13,Food & Beverage,North,49,10.74,526.26,107.76,20.5
2024-07-13,Books,South,38,33.15,1259.7,368.46,29.2
2024-07-13,Food & Beverage,North,6,13.28,79.68,26.23,32.9
2024-07-13,Food & Beverage,East,23,12.84,295.32,82.73,28.0
2024-07-13,Books,South,33,23.62,779.46,212.63,27.3
2024-07-13,Books,North,34,17.19,584.46,171.86,29.4
2024-07-13,Food & Beverage,South,58,35.04,2032.32,367.58,18.1
2024-07-14,Electronics,South,59,223.2,13168.8,2791.89,21.2
2024-07-14,Food & Beverage,South,29,31.78,921.62,185.67,20.1
2024-07-14,Food & Beverage,West,28,14.64,409.92,92.44,22.6
2024-07-14,Electronics,East,8,246.04,1968.32,369.19,18.8
2024-07-14,Sports,East,46,105.68,4861.28,1771.58,36.4
2024-07-14,Electronics,East,32,114.78,3672.96,576.18,15.7
2024-07-14,Books,East,44,41.2,1812.8,638.3,35.2
2024-07-14,Books,West,19,39.52,750.88,261.63,34.8
2024-07-14,Electronics,West,44,199.18,8763.92,1066.24,12.2
2024-07-15,Sports,North,26,159.15,4137.9,1455.34,35.2
2024-07-15,Electronics,North,10,240.29,2402.9,505.46,21.0
2024-07-15,Electronics,South,5,178.06,890.3,129.88,14.6
2024-07-15,Clothing,West,8,39.45,315.6,128.19,40.6
2024-07-15,Sports,East,49,218.19,10691.31,3596.38,33.6
2024-07-15,Food & Beverage,West,23,26.41,607.43,182.61,30.1
2024-07-15,Sports,West,33,98.28,3243.24,1211.67,37.4
2024-07-15,Electronics,North,17,279.1,4744.7,711.74,15.0
2024-07-15,Clothing,North,7,106.34,744.38,377.83,50.8
2024-07-16,Electronics,South,25,255.45,6386.25,1037.79,16.3
2024-07-16,Food & Beverage,North,49,9.71,475.79,157.16,33.0
2024-07-16,Sports,West,13,101.98,1325.74,423.68,32.0
2024-07-16,Books,East,35,19.95,698.25,312.62,44.8
2024-07-16,Books,North,49,10.36,507.64,177.16,34.9
2024-07-16,Electronics,West,29,180.3,5228.7,883.25,16.9
2024-07-16,Sports,North,3,83.46,250.38,88.1,35.2
2024-07-17,Food & Beverage,South,32,21.94,702.08,170.25,24.2
2024-07-17,Sports,West,49,55.56,2722.44,966.48,35.5
2024-07-17,Books,West,31,25.99,805.69,230.39,28.6
2024-07-17,Electronics,West,17,244.6,4158.2,1023.8,24.6
2024-07-17,Books,East,50,41.25,2062.5,667.65,32.4
2024-07-17,Electronics,North,9,421.8,3796.2,627.72,16.5
2024-07-17,Books,North,49,42.0,2058.0,676.03,32.8
2024-07-17,Electronics,West,23,422.12,9708.76,1684.96,17.4
2024-07-17,Electronics,South,16,136.58,2185.28,350.9,16.1
2024-07-17,Electronics,North,56,203.38,11389.28,1866.56,16.4
2024-07-18,Books,East,3,23.89,71.67,32.15,44.9
2024-07-18,Books,West,18,8.65,155.7,55.75,35.8
2024-07-18,Electronics,East,25,285.2,7130.0,1154.45,16.2
2024-07-18,Electronics,West,7,314.64,2202.48,323.25,14.7
2024-07-19,Books,East,11,29.06,319.66,106.63,33.4
2024-07-19,Sports,South,32,169.32,5418.24,2247.6,41.5
2024-07-19,Electronics,South,19,146.39,2781.41,441.28,15.9
2024-07-19,Books,West,52,15.23,791.96,333.31,42.1
2024-07-19,Electronics,North,38,216.49,8226.62,1059.14,12.9
2024-07-19,Books,West,28,14.71,411.88,178.34,43.3
2024-07-19,Food & Beverage,East,28,36.6,1024.8,248.69,24.3
2024-07-20,Sports,East,40,165.77,6630.8,2349.37,35.4
2024-07-20,Books,South,57,7.74,441.18,181.66,41.2
2024-07-20,Clothing,West,14,84.38,1181.32,597.72,50.6
2024-07-20,Sports,East,60,198.2,11892.0,4540.21,38.2
2024-07-20,Sports,North,34,90.35,3071.9,959.96,31.2
2024-07-20,Clothing,South,48,78.26,3756.48,1408.94,37.5
2024-07-20,Sports,West,21,244.77,5140.17,2067.52,40.2
2024-07-21,Clothing,West,18,101.49,1826.82,843.1,46.2
2024-07-21,Food & Beverage,South,26,14.16,368.16,77.31,21.0
2024-07-21,Electronics,South,52,326.99,17003.48,3066.42,18.0
2024-07-21,Books,West,28,28.7,803.6,207.74,25.9
2024-07-21,Clothing,East,9,18.96,170.64,84.88,49.7
2024-07-21,Food & Beverage,South,42,39.03,1639.26,611.05,37.3
2024-07-21,Sports,North,4,281.31,1125.24,266.44,23.7
2024-07-21,Books,East,56,10.54,590.24,277.22,47.0
2024-07-21,Food & Beverage,North,26,54.56,1418.56,460.81,32.5
2024-07-22,Clothing,North,37,105.94,3919.78,2090.16,53.3
2024-07-22,Books,East,32,38.12,1219.84,371.76,30.5
2024-07-22,Electronics,East,22,383.4,8434.8,1820.57,21.6
2024-07-22,Clothing,West,14,30.15,422.1,145.11,34.4
2024-07-22,Food & Beverage,West,27,16.44,443.88,132.23,29.8
2024-07-23,Books,East,45,40.28,1812.6,585.09,32.3
2024-07-23,Sports,West,44,90.08,3963.52,1092.14,27.6
2024-07-23,Clothing,East,31,94.65,2934.15,1482.75,50.5
2024-07-23,Electronics,North,54,381.78,20616.12,4615.17,22.4
2024-07-23,Electronics,South,17,238.79,4059.43,650.34,16.0
2024-07-23,Food & Beverage,North,35,50.61,1771.35,622.68,35.2
2024-07-23,Sports,North,59,310.62,18326.58,7431.46,40.6
2024-07-24,Food & Beverage,North,60,48.33,2899.8,658.52,22.7
2024-07-24,Clothing,South,59,54.97,3243.23,1230.14,37.9
2024-07-24,Sports,North,18,283.3,5099.4,1961.43,38.5
2024-07-24,Sports,West,48,132.07,6339.36,2461.15,38.8
2024-07-24,Sports,North,53,78.67,4169.51,1134.92,27.2
2024-07-24,Electronics,East,27,297.1,8021.7,1810.86,22.6
2024-07-25,Food & Beverage,West,45,6.23,280.35,53.38,19.0
2024-07-25,Clothing,West,51,82.32,4198.32,1262.72,30.1
2024-07-25,Clothing,East,21,79.23,1663.83,545.25,32.8
2024-07-25,Clothing,South,55,69.63,3829.65,1541.74,40.3
2024-07-25,Food & Beverage,West,31,44.31,1373.61,283.93,20.7
2024-07-25,Clothing,East,52,46.82,2434.64,781.76,32.1
2024-07-25,Food & Beverage,South,26,39.99,1039.74,383.61,36.9
2024-07-25,Books,South,2,34.51,69.02,31.91,46.2
2024-07-25,Books,South,59,9.76,575.84,205.21,35.6
2024-07-26,Clothing,North,26,91.87,2388.62,1075.11,45.0
2024-07-26,Clothing,North,24,37.79,906.96,400.7,44.2
2024-07-26,Electronics,West,50,396.44,19822.0,3547.78,17.9
2024-07-26,Sports,North,15,238.99,3584.85,925.28,25.8
2024-07-26,Food & Beverage,East,48,28.6,1372.8,282.85,20.6
2024-07-26,Clothing,South,53,40.24,2132.72,1000.88,46.9
2024-07-27,Clothing,West,51,30.32,1546.32,576.08,37.3
2024-07-27,Food & Beverage,South,40,22.76,910.4,209.09,23.0
2024-07-27,Books,West,6,8.33,49.98,14.03,28.1
2024-07-27,Food & Beverage,West,44,14.55,640.2,164.34,25.7
2024-07-27,Sports,East,5,54.61,273.05,63.28,23.2
2024-07-27,Food & Beverage,South,31,41.28,1279.68,485.44,37.9
2024-07-27,Books,North,1,18.53,18.53,7.27,39.3
2024-07-28,Sports,East,9,285.55,2569.95,853.0,33.2
2024-07-28,Books,South,17,12.09,205.53,74.68,36.3
2024-07-28,Food & Beverage,West,9,9.03,81.27,26.17,32.2
2024-07-28,Sports,South,17,51.7,878.9,201.12,22.9
2024-07-28,Clothing,West,56,117.2,6563.2,2430.03,37.0
2024-07-28,Food & Beverage,West,19,45.63,866.97,201.69,23.3
2024-07-29,Food & Beverage,East,28,47.43,1328.04,322.86,24.3
2024-07-29,Sports,South,36,218.67,7872.12,2766.92,35.1
2024-07-29,Sports,North,13,75.27,978.51,260.26,26.6
2024-07-29,Electronics,West,17,126.39,2148.63,388.32,18.1
2024-07-29,Electronics,West,3,225.62,676.86,168.23,24.9
2024-07-29,Books,West,30,23.78,713.4,317.14,44.5
2024-07-29,Clothing,North,23,28.55,656.65,339.52,51.7
2024-07-29,Clothing,South,48,61.58,2955.84,1088.33,36.8
2024-07-29,Books,South,38,35.94,1365.72,342.73,25.1
2024-07-29,Books,South,27,33.71,910.17,279.07,30.7
2024-07-30,Electronics,East,2,177.96,355.92,88.12,24.8
2024-07-30,Electronics,West,24,278.75,6690.0,1630.08,24.4
2024-07-30,Food & Beverage,South,2,7.78,15.56,5.39,34.6
2024-07-30,Sports,West,41,268.71,11017.11,3733.05,33.9
2024-07-30,Electronics,East,3,317.37,952.11,231.95,24.4
2024-07-30,Food & Beverage,South,14,39.46,552.44,188.0,34.0
2024-07-30,Food & Beverage,East,52,7.87,409.24,79.45,19.4
2024-07-31,Sports,North,26,106.15,2759.9,739.7,26.8
2024-07-31,Sports,North,2,279.21,558.42,141.05,25.3
2024-07-31,Sports,East,42,228.53,9598.26,3367.19,35.1
2024-07-31,Electronics,East,32,371.69,11894.08,2565.14,21.6
2024-07-31,Food & Beverage,South,23,31.45,723.35,250.58,34.6
2024-07-31,Books,South,32,20.03,640.96,217.45,33.9
2024-07-31,Food & Beverage,West,6,39.04,234.24,80.16,34.2
2024-07-31,Books,South,28,25.36,710.08,192.7,27.1
2024-08-01,Food & Beverage,West,44,15.09,663.96,210.64,31.7
2024-08-01,Clothing,West,34,81.1,2757.4,1188.91,43.1
2024-08-01,Food & Beverage,West,28,8.56,239.68,81.57,34.0
2024-08-01,Food & Beverage,South,9,32.21,289.89,69.6,24.0
2024-08-01,Clothing,West,19,74.7,1419.3,621.3,43.8
2024-08-01,Electronics,North,33,252.65,8337.45,1102.9,13.2
2024-08-01,Books,East,23,16.96,390.08,104.86,26.9
2024-08-01,Books,North,8,36.45,291.6,103.94,35.6
2024-08-02,Clothing,West,3,23.75,71.25,36.99,51.9
2024-08-02,Food & Beverage,East,38,39.46,1499.48,497.03,33.1
2024-08-02,Sports,East,22,285.19,6274.18,2473.71,39.4
2024-08-02,Clothing,South,12,20.89,250.68,136.76,54.6
2024-08-02,Food & Beverage,North,28,33.4,935.2,169.43,18.1
2024-08-02,Electronics,North,11,347.44,3821.84,687.25,18.0
2024-08-02,Sports,West,20,183.86,3677.2,1525.25,41.5
2024-08-02,Food & Beverage,West,52,18.62,968.24,198.51,20.5
2024-08-02,Electronics,South,8,323.37,2586.96,544.51,21.0
2024-08-02,Clothing,North,14,75.34,1054.76,354.7,33.6
2024-08-03,Sports,South,6,93.45,560.7,175.32,31.3
2024-08-03,Sports,West,2,57.35,114.7,45.94,40.0
2024-08-03,Sports,West,31,32.95,1021.45,316.55,31.0
2024-08-03,Clothing,South,19,67.31,1278.89,650.26,50.8
2024-08-03,Electronics,East,1,109.88,109.88,25.29,23.0
2024-08-04,Sports,West,48,173.82,8343.36,3055.47,36.6
2024-08-04,Food & Beverage,North,32,26.43,845.76,239.07,28.3
2024-08-04,Books,West,15,30.86,462.9,171.97,37.2
2024-08-04,Sports,East,36,46.2,1663.2,662.91,39.9
2024-08-04,Sports,West,8,152.69,1221.52,498.13,40.8
2024-08-04,Food & Beverage,West,45,24.63,1108.35,235.27,21.2
2024-08-04,Clothing,West,23,61.0,1403.0,598.95,42.7
2024-08-05,Food & Beverage,West,9,44.74,402.66,130.7,32.5
2024-08-05,Sports,West,54,265.18,14319.72,5019.06,35.1
2024-08-05,Food & Beverage,West,52,48.69,2531.88,537.78,21.2
2024-08-05,Clothing,East,45,98.36,4426.2,2065.99,46.7
2024-08-05,Clothing,South,13,28.27,367.51,155.47,42.3
2024-08-05,Sports,West,20,87.15,1743.0,577.57,33.1
2024-08-05,Electronics,East,57,169.16,9642.12,2005.57,20.8
2024-08-05,Clothing,North,52,24.94,1296.88,528.68,40.8
2024-08-06,Clothing,North,36,44.31,1595.16,581.36,36.4
2024-08-06,Food & Beverage,East,50,7.46,373.0,132.62,35.6
2024-08-06,Food & Beverage,South,55,32.45,1784.75,505.22,28.3
2024-08-06,Electronics,North,60,466.69,28001.4,6268.63,22.4
2024-08-06,Electronics,North,51,328.87,16772.37,3718.1,22.2
2024-08-06,Electronics,North,33,121.48,4008.84,809.35,20.2
2024-08-06,Clothing,East,11,96.05,1056.55,504.02,47.7
2024-08-06,Books,West,47,35.86,1685.42,481.17,28.5
2024-08-07,Food & Beverage,South,8,38.87,310.96,83.28,26.8
2024-08-07,Sports,North,16,274.13,4386.08,1380.44,31.5
2024-08-07,Food & Beverage,South,6,15.27,91.62,29.6,32.3
2024-08-07,Sports,East,41,205.36,8419.76,2107.65,25.0
2024-08-07,Books,West,51,15.3,780.3,338.97,43.4
2024-08-07,Sports,West,58,143.61,8329.38,3252.44,39.0
2024-08-08,Food & Beverage,North,29,13.28,385.12,70.09,18.2
2024-08-08,Books,North,6,21.65,129.9,44.48,34.2
2024-08-08,Clothing,West,4,56.29,225.16,69.64,30.9
2024-08-08,Clothing,North,41,135.59,5559.19,2778.3,50.0
2024-08-08,Books,East,27,21.91,591.57,240.53,40.7
2024-08-08,Books,East,47,33.35,1567.45,719.65,45.9
2024-08-08,Electronics,East,58,269.24,15615.92,3742.49,24.0
2024-08-08,Sports,West,42,79.69,3346.98,1100.77,32.9
2024-08-08,Books,West,45,19.05,857.25,374.38,43.7
2024-08-08,Sports,South,57,93.59,5334.63,1213.06,22.7
2024-08-09,Sports,South,34,250.17,8505.78,2354.28,27.7
2024-08-09,Electronics,East,34,199.11,6769.74,1371.81,20.3
2024-08-09,Electronics,North,57,405.24,23098.68,4551.03,19.7
2024-08-09,Clothing,East,47,62.36,2930.92,1249.51,42.6
2024-08-09,Electronics,East,17,306.43,5209.31,865.17,16.6
2024-08-09,Electronics,North,29,200.53,5815.37,1254.91,21.6
2024-08-10,Food & Beverage,South,52,34.7,1804.4,534.68,29.6
2024-08-10,Books,South,23,15.82,363.86,146.78,40.3
2024-08-10,Books,South,46,18.08,831.68,349.0,42.0
2024-08-10,Electronics,East,34,289.7,9849.8,2235.6,22.7
2024-08-10,Food & Beverage,West,7,11.59,81.13,21.51,26.5
2024-08-10,Sports,North,6,50.22,301.32,119.84,39.8
2024-08-10,Sports,South,29,42.91,1244.39,442.21,35.5
2024-08-11,Books,West,56,16.44,920.64,335.79,36.5
2024-08-11,Sports,West,45,262.62,11817.9,3757.01,31.8
2024-08-11,Sports,South,10,139.91,1399.1,443.45,31.7
2024-08-11,Sports,South,46,141.59,6513.14,2122.16,32.6
2024-08-11,Clothing,West,31,18.42,571.02,193.7,33.9
2024-08-11,Books,East,59,40.38,2382.42,925.26,38.8
2024-08-11,Sports,North,8,139.31,1114.48,309.73,27.8
2024-08-12,Clothing,North,24,54.07,1297.68,510.79,39.4
2024-08-12,Food & Beverage,West,2,40.6,81.2,16.92,20.8
2024-08-12,Books,West,4,37.98,151.92,48.64,32.0
2024-08-12,Food & Beverage,South,12,37.67,452.04,125.56,27.8
2024-08-12,Electronics,East,5,397.68,1988.4,346.55,17.4
2024-08-12,Books,East,37,23.6,873.2,286.15,32.8
2024-08-12,Sports,West,54,209.45,11310.3,3858.42,34.1
2024-08-12,Clothing,West,49,62.24,3049.76,1257.32,41.2
2024-08-13,Food & Beverage,North,52,38.08,1980.16,603.39,30.5
2024-08-13,Sports,South,58,114.88,6663.04,2186.8,32.8
2024-08-13,Sports,East,42,52.83,2218.86,561.64,25.3
2024-08-13,Electronics,East,36,313.24,11276.64,2297.15,20.4
2024-08-13,Electronics,South,40,235.29,9411.6,2056.34,21.8
2024-08-13,Books,South,49,20.9,1024.1,467.28,45.6
2024-08-13,Electronics,South,2,149.55,299.1,43.89,14.7
2024-08-13,Books,West,6,33.82,202.92,79.05,39.0
2024-08-13,Sports,North,32,282.0,9024.0,2027.27,22.5
2024-08-13,Sports,South,27,30.66,827.82,269.52,32.6
2024-08-14,Food & Beverage,North,8,56.45,451.6,130.22,28.8
2024-08-14,Food & Beverage,South,12,14.85,178.2,35.27,19.8
2024-08-14,Food & Beverage,West,44,12.61,554.84,168.06,30.3
2024-08-14,Food & Beverage,South,2,33.39,66.78,16.0,24.0
2024-08-14,Electronics,East,10,226.15,2261.5,366.7,16.2
2024-08-14,Sports,North,4,90.9,363.6,134.69,37.0
2024-08-14,Books,South,32,21.85,699.2,255.92,36.6
2024-08-15,Food & Beverage,North,21,29.8,625.8,163.59,26.1
2024-08-15,Sports,North,27,215.8,5826.6,2346.65,40.3
2024-08-15,Electronics,East,36,432.56,15572.16,3235.31,20.8
2024-08-15,Clothing,South,20,67.2,1344.0,553.05,41.1
2024-08-16,Books,South,51,35.08,1789.08,600.88,33.6
2024-08-16,Clothing,South,35,103.52,3623.2,1957.75,54.0
2024-08-16,Books,West,3,8.03,24.09,8.6,35.7
2024-08-16,Books,East,42,41.06,1724.52,431.35,25.0
2024-08-16,Sports,East,39,95.79,3735.81,1329.95,35.6
2024-08-16,Food & Beverage,South,38,38.55,1464.9,346.1,23.6
2024-08-16,Clothing,North,20,28.08,561.6,266.54,47.5
2024-08-16,Clothing,East,57,63.37,3612.09,1634.87,45.3
2024-08-16,Food & Beverage,East,41,17.6,721.6,238.52,33.1
2024-08-16,Sports,East,16,204.64,3274.24,930.96,28.4
2024-08-17,Sports,East,2,271.25,542.5,133.86,24.7
2024-08-17,Electronics,West,1,389.82,389.82,80.87,20.7
2024-08-17,Sports,West,49,126.98,6222.02,1469.83,23.6
2024-08-17,Electronics,North,58,419.81,24348.98,5047.78,20.7
2024-08-17,Electronics,East,53,212.48,11261.44,2231.68,19.8
2024-08-18,Clothing,North,8,73.12,584.96,312.4,53.4
2024-08-18,Sports,North,15,247.56,3713.4,1380.21,37.2
2024-08-18,Food & Beverage,South,6,37.56,225.36,68.75,30.5
2024-08-18,Clothing,South,32,104.91,3357.12,1038.02,30.9
2024-08-18,Sports,South,1,69.67,69.67,26.77,38.4
2024-08-18,Sports,North,56,112.58,6304.48,2017.84,32.0
2024-08-18,Clothing,South,43,83.32,3582.76,1676.89,46.8
2024-08-19,Books,South,5,24.14,120.7,50.88,42.2
2024-08-19,Clothing,East,60,78.58,4714.8,1683.14,35.7
2024-08-19,Books,East,13,36.88,479.44,122.41,25.5
2024-08-19,Books,East,44,27.22,1197.68,424.46,35.4
2024-08-19,Sports,North,55,304.25,16733.75,5129.06,30.7
2024-08-19,Sports,East,8,209.37,1674.96,524.79,31.3
2024-08-19,Food & Beverage,North,57,43.07,2454.99,464.96,18.9
2024-08-19,Sports,West,21,29.3,615.3,159.31,25.9
2024-08-20,Books,North,48,17.5,840.0,343.22,40.9
2024-08-20,Electronics,South,13,114.05,1482.65,237.82,16.0
2024-08-20,Electronics,North,31,255.54,7921.74,975.35,12.3
2024-08-20,Food & Beverage,East,16,10.35,165.6,37.7,22.8
2024-08-21,Electronics,East,34,369.07,12548.38,3045.0,24.3
2024-08-21,Books,West,49,11.06,541.94,191.13,35.3
2024-08-21,Electronics,North,4,454.56,1818.24,307.39,16.9
2024-08-21,Electronics,South,4,356.51,1426.04,253.05,17.7
2024-08-21,Food & Beverage,West,5,9.58,47.9,9.16,19.1
2024-08-21,Electronics,East,55,214.39,11791.45,1561.87,13.2
2024-08-22,Sports,South,56,161.18,9026.08,3176.68,35.2
2024-08-22,Electronics,West,25,233.72,5843.0,1026.34,17.6
2024-08-22,Books,North,22,33.15,729.3,295.68,40.5
2024-08-22,Electronics,West,34,185.17,6295.78,913.03,14.5
2024-08-22,Electronics,North,39,371.05,14470.95,2851.87,19.7
2024-08-22,Clothing,South,41,61.59,2525.19,981.91,38.9
2024-08-22,Sports,West,12,89.27,1071.24,406.43,37.9
2024-08-22,Electronics,South,20,249.01,4980.2,929.83,18.7
2024-08-22,Food & Beverage,East,38,47.08,1789.04,599.51,33.5
2024-08-22,Clothing,West,20,78.35,1567.0,584.12,37.3
2024-08-23,Books,South,4,14.04,56.16,24.62,43.8
2024-08-23,Books,North,28,21.85,611.8,290.36,47.5
2024-08-23,Clothing,North,22,40.11,882.42,369.67,41.9
2024-08-23,Sports,East,55,182.45,10034.75,4140.47,41.3
2024-08-24,Food & Beverage,West,22,12.3,270.6,73.29,27.1
2024-08-24,Electronics,West,15,396.42,5946.3,1207.34,20.3
2024-08-24,Clothing,West,40,37.38,1495.2,628.26,42.0
2024-08-24,Food & Beverage,West,14,23.01,322.14,111.21,34.5
2024-08-24,Electronics,East,1,99.04,99.04,12.27,12.4
2024-08-24,Electronics,South,19,202.7,3851.3,778.25,20.2
2024-08-24,Food & Beverage,North,2,16.05,32.1,7.6,23.7
2024-08-24,Clothing,East,47,34.96,1643.12,841.09,51.2
2024-08-25,Clothing,South,2,30.14,60.28,22.03,36.5
2024-08-25,Electronics,North,54,356.33,19241.82,3256.87,16.9
2024-08-25,Electronics,East,60,150.21,9012.6,1616.02,17.9
2024-08-25,Food & Beverage,East,43,13.35,574.05,163.83,28.5
2024-08-25,Books,West,57,30.75,1752.75,485.96,27.7
2024-08-26,Clothing,South,35,49.24,1723.4,678.27,39.4
2024-08-26,Books,West,41,15.83,649.03,169.15,26.1
2024-08-26,Books,South,55,22.62,1244.1,536.96,43.2
2024-08-26,Food & Beverage,South,4,29.99,119.96,28.31,23.6
2024-08-26,Clothing,West,14,91.37,1279.18,634.69,49.6
2024-08-27,Books,North,11,27.92,307.12,129.85,42.3
2024-08-27,Books,East,32,25.83,826.56,240.67,29.1
2024-08-27,Food & Beverage,West,46,48.01,2208.46,606.78,27.5
2024-08-27,Books,West,41,37.48,1536.68,590.57,38.4
2024-08-27,Electronics,South,15,348.73,5230.95,935.14,17.9
2024-08-27,Clothing,West,14,47.13,659.82,344.54,52.2
2024-08-27,Books,South,60,31.46,1887.6,582.4,30.9
2024-08-27,Electronics,South,49,88.2,4321.8,768.35,17.8
2024-08-27,Food & Beverage,South,38,6.17,234.46,66.22,28.2
2024-08-27,Food & Beverage,West,29,26.04,755.16,197.69,26.2
2024-08-28,Sports,East,18,130.58,2350.44,601.51,25.6
2024-08-28,Clothing,East,42,24.12,1013.04,532.22,52.5
2024-08-28,Food & Beverage,North,51,20.05,1022.55,230.63,22.6
2024-08-28,Electronics,North,24,93.92,2254.08,329.19,14.6
2024-08-28,Clothing,East,17,49.12,835.04,420.77,50.4
2024-08-28,Food & Beverage,South,46,28.96,1332.16,276.52,20.8
2024-08-28,Books,East,1,34.27,34.27,10.79,31.5
2024-08-28,Food & Beverage,West,26,41.98,1091.48,361.89,33.2
2024-08-28,Electronics,West,42,251.01,10542.42,2308.27,21.9
2024-08-28,Clothing,West,15,38.83,582.45,283.82,48.7
2024-08-29,Clothing,West,47,100.51,4723.97,1819.51,38.5
2024-08-29,Electronics,East,55,141.81,7799.55,1716.81,22.0
2024-08-29,Sports,South,29,127.25,3690.25,1224.02,33.2
2024-08-29,Food & Beverage,South,37,39.89,1475.93,355.87,24.1
2024-08-29,Electronics,West,52,303.21,15766.92,2618.98,16.6
2024-08-29,Clothing,West,28,87.01,2436.28,976.56,40.1
2024-08-29,Books,East,21,28.12,590.52,224.72,38.1
2024-08-30,Clothing,South,22,67.19,1478.18,738.77,50.0
2024-08-30,Books,West,25,14.53,363.25,123.45,34.0
2024-08-30,Books,West,13,23.19,301.47,98.17,32.6
2024-08-30,Sports,East,6,74.76,448.56,159.23,35.5
2024-08-31,Electronics,West,2,134.65,269.3,34.75,12.9
2024-08-31,Sports,East,14,91.06,1274.84,448.63,35.2
2024-08-31,Electronics,West,4,199.61,798.44,96.96,12.1
2024-08-31,Food & Beverage,West,26,12.07,313.82,63.44,20.2
2024-08-31,Books,West,31,31.78,985.18,334.44,33.9
2024-09-01,Clothing,South,56,32.94,1844.64,752.71,40.8
2024-09-01,Sports,South,39,111.16,4335.24,1222.81,28.2
2024-09-01,Clothing,West,18,36.18,651.24,356.73,54.8
2024-09-01,Sports,North,53,105.64,5598.92,2136.06,38.2
2024-09-01,Books,East,59,33.03,1948.77,707.25,36.3
2024-09-01,Sports,North,48,41.86,2009.28,701.76,34.9
2024-09-01,Sports,East,45,180.26,8111.7,3070.03,37.8
2024-09-01,Sports,South,27,58.36,1575.72,630.28,40.0
2024-09-01,Sports,West,25,183.95,4598.75,1180.45,25.7
2024-09-01,Books,North,26,41.89,1089.14,283.22,26.0
2024-09-02,Clothing,East,57,85.0,4845.0,1807.05,37.3
2024-09-02,Electronics,South,59,310.25,18304.75,4558.08,24.9
2024-09-02,Books,North,24,14.42,346.08,94.9,27.4
2024-09-02,Food & Beverage,West,29,12.42,360.18,79.77,22.1
2024-09-02,Electronics,West,2,132.89,265.78,55.89,21.0
2024-09-02,Sports,West,22,154.27,3393.94,1327.56,39.1
2024-09-02,Sports,North,1,74.88,74.88,27.09,36.2
2024-09-02,Clothing,East,43,98.29,4226.47,1780.15,42.1
2024-09-02,Electronics,North,36,491.21,17683.56,3762.45,21.3
2024-09-02,Sports,South,31,150.91,4678.21,1816.61,38.8
2024-09-03,Electronics,North,12,280.89,3370.68,638.76,19.0
2024-09-03,Sports,South,5,126.77,633.85,140.87,22.2
2024-09-03,Food & Beverage,South,29,19.0,551.0,123.06,22.3
2024-09-03,Electronics,South,29,402.44,11670.76,2669.63,22.9
2024-09-03,Books,North,25,41.53,1038.25,365.59,35.2
2024-09-04,Electronics,North,50,329.14,16457.0,2406.44,14.6
2024-09-04,Clothing,East,59,42.05,2480.95,800.97,32.3
2024-09-04,Sports,North,1,92.78,92.78,23.98,25.8
2024-09-04,Electronics,South,57,130.22,7422.54,1696.79,22.9
2024-09-04,Clothing,South,3,52.78,158.34,51.76,32.7
2024-09-04,Food & Beverage,East,36,34.87,1255.32,382.79,30.5
2024-09-04,Books,West,28,14.24,398.72,119.28,29.9
2024-09-04,Food & Beverage,East,12,5.96,71.52,22.23,31.1
2024-09-05,Sports,South,30,53.66,1609.8,565.99,35.2
2024-09-05,Food & Beverage,East,3,8.43,25.29,5.66,22.4
2024-09-05,Food & Beverage,West,7,37.06,259.42,87.75,33.8
2024-09-05,Books,South,17,41.78,710.26,275.56,38.8
2024-09-06,Sports,South,22,46.4,1020.8,380.09,37.2
2024-09-06,Food & Beverage,West,5,20.08,100.4,30.29,30.2
2024-09-06,Books,West,25,29.22,730.5,307.26,42.1
2024-09-06,Books,North,15,11.98,179.7,76.29,42.5
2024-09-06,Electronics,East,16,491.3,7860.8,1717.13,21.8
2024-09-06,Books,North,4,17.11,68.44,24.96,36.5
2024-09-06,Clothing,South,25,32.81,820.25,253.85,30.9
2024-09-06,Books,West,48,43.29,2077.92,583.65,28.1
2024-09-06,Food & Beverage,North,34,46.72,1588.48,417.74,26.3
